id,file_name,mos,light,color,noise,exposure,nature,content_recovery,description
b_17_E,b_17_E.png,2.2625,3.0,1.875,1.9375,1.8125,1.6875,2.125,"The image has bright brightness, low color contrast, obvious noise around buildings and trees and Severe exposure especially in the sky, presenting a  unnatural appearance."
b_17_F,b_17_F.png,3.6125,2.6875,2.125,3.25,3.25,3.0,2.6875,"The image has moderate brightness, low color contrast and buildings appear to be covered in a blue haze, severe noise on the trees and sky and local exposure conditions, presenting a  unnatural appearance."
b_17_G,b_17_G.png,2.01333,2.6875,2.4375,1.6875,2.6875,1.6875,1.875,"The image has moderate brightness, high color contrast with vibrant and harmonious colors, obvious noise on the buildings and trees and well-controlled exposure conditions, presenting a  unnatural appearance."
b_17_H,b_17_H.png,3.48,3.0,2.8125,2.8125,3.4375,2.875,2.5,"The image has moderate brightness, low color contrast, the beautiful sky color has harmonious colors,  obvious noise on the buildings and trees and well-controlled exposure conditions, presenting a  natural appearance."
b_17_I,b_17_I.png,4.03125,2.25,2.5,3.0,3.75,3.0,2.625,"The image has dim brightness, medium color contrast, slight noise around buildings, trees, and the edges of the sky and well-controlled exposure conditions, presenting a  natural appearance."
b_17_J,b_17_J.png,2.85625,3.0625,2.5625,2.4375,2.125,2.0,2.375,"The image has moderate brightness, low color contrast, severe noise and Severe exposure conditions, making the original scene completely invisible, presenting a  unnatural appearance."
b_18_A,b_18_A.png,2.26875,3.125,2.4375,1.6875,1.75,1.3125,2.125,"The image has dim brightness near the mountain, making details in that area indistinguishable, low color contrast, obvious noise and Severe exposure conditions, presenting a  unnatural appearance."
b_18_B,b_18_B.png,5.21875,3.3125,3.625,3.5,3.1875,3.375,3.5,"The image has moderate brightness, high color contrast, slight noise in the shadow areas of the building and local exposure conditions, presenting a  natural appearance."
b_18_C,b_18_C.png,5.58125,3.0,3.75,3.6875,3.3125,3.75,3.4375,"The image has moderate brightness, high color contrast, slight noise in the background mountain rock area and local exposure in the illuminated parts, presenting a  natural appearance, and the mountain rock and window parts clearly visible."
b_18_D,b_18_D.png,4.3,1.8125,2.6875,3.3125,3.375,2.875,2.4375,"The image has dim brightness  with the scene behind the house in darkness, low color contrast with unnatural red and yellow lighting, slight noise and local exposure conditions, presenting a  unnatural appearance."
b_18_E,b_18_E.png,2.325,2.5625,1.9375,2.4375,1.3125,1.625,2.0,"The image has dim brightness especially in the background mountain rock areas where most details are invisible, low color contrast, obvious noise and Severe exposure on the lights, making the building's exterior walls look glaring, presenting a  unnatural appearance."
b_18_F,b_18_F.png,3.76667,2.9375,2.9375,2.9375,2.6875,3.0625,2.9375,"The image has bright brightness, high color contrast with rich and very vivid colors, severe noise in the front of the building and local exposure in the illuminated parts, presenting a  unnatural appearance."
b_18_G,b_18_G.png,5.18125,3.375,2.9375,3.5,3.25,3.0,3.5625,"The image has moderate brightness, high color contrast with rich and vivid colors, obvious noise in the background mountain rock area and local exposure in the lighting, presenting a  natural appearance."
b_18_H,b_18_H.png,5.725,3.6875,3.6875,3.625,3.1875,3.5625,3.8125,"The image has moderate brightness, medium color contrast with rich and harmonious colors, slight noise and local exposure in the lighting, presenting a  unnatural appearance."
b_18_I,b_18_I.png,2.2,2.75,1.75,2.4375,1.25,1.5,2.25,"The image has bright brightness, low color contrast, obvious noise and Severe exposure conditions causing the lights and the building's exterior walls to blend together and appear glaring, presenting a  unnatural appearance."
b_18_J,b_18_J.png,3.9,3.375,2.1875,3.1875,2.0625,2.3125,2.8125,"The image has bright brightness with a small portion of the mountains in shadow, low color contrast, particularly with the buildings appearing washed out, obvious noise and Severe exposure on the building lights, presenting a  unnatural appearance."
b_19_A,b_19_A.png,7.27143,4.1875,3.75,3.4375,3.8125,3.8125,4.0,"The image has moderate brightness, high color contrast with colors appearing dark and dull, making the buildings look aged, severe noise in darker areas and well-controlled exposure conditions, presenting a  natural appearance."
b_19_B,b_19_B.png,5.34667,3.375,3.375,3.0,2.8125,3.0625,3.1875,"The image has bright brightness, medium color contrast with rich and natural colors, severe noise on the left side of the house and local exposure near the light bulbs, presenting a  unnatural appearance."
b_19_C,b_19_C.png,3.60625,3.3125,2.625,2.5,1.9375,2.375,2.625,"The image has bright brightness, low color contrast with rich colors but a slightly washed-out tone, severe noise and Severe exposure on the right side, presenting a  unnatural appearance."
b_19_D,b_19_D.png,6.52667,3.875,4.0,3.25,3.75,3.8125,3.875,"The image has moderate brightness, medium color contrast with rich and natural colors, especially the greens of the plants and the colors of the building severe noise in the darker areas and well-controlled exposure conditions, presenting a  natural appearance."
b_19_E,b_19_E.png,5.81333,3.6875,3.5625,3.375,3.5625,3.4375,3.3125,"The image has moderate brightness, high color contrast with highly saturated but unnatural colors, severe noise and Severe exposure on the light bulbs, presenting a  unnatural appearance."
b_19_F,b_19_F.png,5.54,3.875,3.5,3.3125,2.6875,3.4375,3.3125,"The image has bright brightness, low color contrast with rich colors, severe noise and local exposure on the light bulbs, presenting a  unnatural appearance."
b_19_G,b_19_G.png,2.39375,3.1875,2.1875,1.3125,2.0,1.25,1.6875,"The image has moderate brightness, medium color contrast with rich and harmonious colors, particularly the natural color of the grass in front of the house obvious noise and local exposure near the light bulbs, presenting a  unnatural appearance."
b_19_H,b_19_H.png,3.5375,3.25,2.9375,2.9375,1.6,2.125,2.1875,"The image has moderate brightness, low color contrast with vivid colors, obvious noise and Severe exposure conditions, especially glaring on the right side of the house presenting a  unnatural appearance."
b_19_I,b_19_I.png,4.2125,2.8125,2.75,1.8125,3.0,2.1875,2.6875,"The image has moderate brightness, medium color contrast, severe noise on the left side of the house and the trees above and local exposure near the light bulbs, presenting a  unnatural appearance."
b_19_J,b_19_J.png,4.98,2.25,2.9375,3.0,3.8125,3.1875,2.6875,"The image has dim brightness, especially on the left side of the house where it is no longer visible, medium color contrast, slight noise on the building's walls and local exposure conditions, presenting a  unnatural appearance."
b_20_A,b_20_A.png,6.94375,3.375,3.875,4.125,4.125,3.9375,4.0,"The image has dim brightness in the upper half, slightly darker brightness in the lower half medium color contrast with vibrant colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
b_20_B,b_20_B.png,2.65333,3.375,2.9375,2.0,2.6875,1.5625,2.625,"The image has moderate brightness in the upper half, low color contrast with rich and harmonious colors, slight noise and local exposure conditions, presenting a  natural appearance."
b_20_C,b_20_C.png,3.55625,3.1875,2.625,3.375,1.5,2.1875,2.5,"The image has bright brightness in the lower half, but the upper part is too bright, low color contrast with vibrant colors, slight noise on the lights on the pillars and Severe exposure in the sky and on the buildings, presenting a  unnatural appearance."
b_20_D,b_20_D.png,6.56875,3.3125,3.3125,3.875,4.125,3.8125,3.75,"The image has bright brightness with no areas in shadow, medium color contrast with rich colors, severe noise present on the trees to the left of the building and well-controlled exposure conditions, presenting a  natural appearance."
b_20_E,b_20_E.png,7.725,3.75,4.1875,4.375,4.5,4.25,4.125,"The image has bright brightness with no arears in shadows, high color contrast with vibrant colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
b_20_F,b_20_F.png,6.25,3.75,3.625,3.3125,3.875,3.0625,3.625,"The image has moderate brightness with no shadows, medium color contrast with vibrant colors, obvious noise on the three lights on the front pillar and well-controlled exposure conditions, presenting a  natural appearance."
b_20_G,b_20_G.png,4.30625,3.625,2.8125,3.1875,1.6875,2.4375,2.9375,"The image has moderate brightness, low color contrast with vibrant color, obvious noise in the sky and Severe exposure in parts of the buildings, presenting a  unnatural appearance."
b_20_H,b_20_H.png,3.08,2.9375,2.4375,3.0625,1.1875,1.75,2.25,"The image has moderate brightness, medium color contrast with unnatural colors, slight noise on the three lights on the front pillar and Severe exposure conditions, especially in the sky and on the buildings presenting a  unnatural appearance."
b_20_I,b_20_I.png,6.8,3.375,3.9375,3.375,4.0,4.0625,3.75,"The image has moderate brightness in the upper half, and the lower half is darker high color contrast with vibrant colors, slight noise in the sky and well-controlled exposure conditions, presenting a  natural appearance."
b_20_J,b_20_J.png,5.7,2.4375,3.1875,3.75,3.9375,3.375,2.875,"The image has dim brightness, especially in the lower half where details are obscured high color contrast with rich and saturated colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
b_21_A,b_21_A.png,7.22,3.75,3.6875,3.625,4.0,3.8125,3.9375,"The image has bright brightness, high color contrast with harmonious colors, slight noise near the moon and on the statues of the buildings and well-controlled exposure conditions, presenting a  natural appearance."
b_21_B,b_21_B.png,3.41875,2.125,2.3125,3.3125,2.875,2.375,2.125,"The image has moderate brightness, medium color contrast with vibrant but unnatural colors, severe noise above the statues on the buildings and local exposure on the lights, presenting a  unnatural appearance."
b_21_C,b_21_C.png,2.8375,3.375,2.375,2.25,1.4,2.1875,2.4375,"The image has bright brightness, low color contrast, obvious noise in the sky and on the right side walls of the building and Severe exposure conditions, on the building lights obscuring interior details and colors, presenting a  natural appearance."
b_21_D,b_21_D.png,2.7875,3.125,2.1875,1.8125,2.25,1.625,2.5,"The image has dim brightness, making the details of the statues on the building and the foreground grass unclear, low color contrast, slight noise near the moon and local exposure on the building's lights, presenting a  unnatural appearance."
b_21_E,b_21_E.png,7.29333,3.875,3.625,3.8125,3.75,4.0,3.9375,"The image has bright brightness, high color contrast, slight noise near the moon and on the buildings and well-controlled exposure conditions, presenting a  natural appearance."
